id_incidencia,ubicacion,lat,lon,descripcion,nivel_incidencia,estado,fecha,hora,verificacion_usuario,id_tipo_incidencia,id_usuario,id_numero_emergencia,id_denuncia
197,"-6.867787,-79.814619",-6.867787,-79.814619,Poste de alumbrado público no funciona,C,P,2025-06-12,08:18:02,1,1,2,4.0,
198,"-6.863391,-79.817136",-6.863391,-79.817136,Contaminación sonora por construcción,C,2,2025-06-15,15:08:29,0,4,20,2.0,
199,"-6.859472,-79.818925",-6.859472,-79.818925,Mototaxi no respeta paradero establecido,B,2,2025-06-12,20:32:40,0,5,6,2.0,
200,"-6.867692,-79.814991",-6.867692,-79.814991,Venta de comida en mal estado,C,3,2025-06-13,11:26:00,1,3,23,1.0,
201,"-6.862612,-79.817918",-6.862612,-79.817918,"Parque sin mantenimiento, grass alto",B,3,2025-06-12,14:24:15,1,1,6,3.0,
202,"-6.866096,-79.818668",-6.866096,-79.818668,"Parque sin mantenimiento, grass alto",C,2,2025-06-14,07:17:49,1,1,8,,1.0
203,"-6.860647,-79.813242",-6.860647,-79.813242,Venta de comida en mal estado,C,3,2025-06-12,09:05:47,0,3,17,2.0,
204,"-6.865038,-79.81617",-6.865038,-79.81617,Bache grande en la pista principal,C,3,2025-06-15,06:58:51,0,1,7,,12.0
205,"-6.865477,-79.815501",-6.865477,-79.815501,Mototaxi no respeta paradero establecido,B,3,2025-06-13,00:36:47,0,5,10,2.0,
206,"-6.866391,-79.816677",-6.866391,-79.816677,Acumulación de basura en canal de regadío,B,2,2025-06-13,14:22:34,1,4,25,,6.0
207,"-6.855379,-79.819808",-6.855379,-79.819808,Arrojo de desmonte en terreno baldío,B,1,2025-06-14,03:47:22,1,4,19,3.0,
208,"-6.862748,-79.817559",-6.862748,-79.817559,Violencia familiar reportada por vecinos,A,1,2025-06-15,13:37:41,1,2,15,,9.0
209,"-6.865479,-79.819832",-6.865479,-79.819832,Comerciante no respeta horarios establecidos,C,P,2025-06-13,09:10:03,1,3,20,,10.0
210,"-6.868201,-79.815507",-6.868201,-79.815507,Vendedor ambulante sin licencia,A,1,2025-06-13,14:41:50,0,3,11,,4.0
211,"-6.865824,-79.817546",-6.865824,-79.817546,Acumulación de basura en canal de regadío,C,P,2025-06-13,09:16:51,1,4,10,2.0,
212,"-6.86319,-79.816668",-6.86319,-79.816668,Alcantarilla tapada genera mal olor,C,P,2025-06-13,19:09:15,0,1,22,4.0,
213,"-6.860081,-79.813244",-6.860081,-79.813244,Ruido excesivo por música de cantina,C,P,2025-06-13,14:16:26,1,3,6,2.0,
214,"-6.865512,-79.817754",-6.865512,-79.817754,Consumo de alcohol en vía pública,A,1,2025-06-15,00:41:05,1,2,1,1.0,
215,"-6.861898,-79.825168",-6.861898,-79.825168,Mototaxi no respeta paradero establecido,C,3,2025-06-13,15:12:50,1,5,11,,7.0
216,"-6.863724,-79.818179",-6.863724,-79.818179,Consumo de alcohol en vía pública,B,1,2025-06-13,00:11:43,1,2,16,2.0,
217,"-6.874578,-79.819523",-6.874578,-79.819523,Mal manejo de aguas residuales,C,2,2025-06-13,12:28:32,1,4,1,4.0,
218,"-6.865173,-79.822481",-6.865173,-79.822481,Bache grande en la pista principal,B,3,2025-06-13,21:41:11,0,1,9,1.0,
219,"-6.866676,-79.813863",-6.866676,-79.813863,Obstrucción de vereda por mercadería,B,3,2025-06-13,09:41:17,1,3,13,,5.0
220,"-6.861673,-79.819625",-6.861673,-79.819625,Alcantarilla tapada genera mal olor,B,3,2025-06-13,16:54:37,1,1,25,,8.0
221,"-6.871841,-79.824945",-6.871841,-79.824945,Ruido excesivo por música de cantina,B,1,2025-06-14,18:53:24,1,3,12,,10.0
222,"-6.865797,-79.813088",-6.865797,-79.813088,"Parque sin mantenimiento, grass alto",B,1,2025-06-14,14:04:51,1,1,6,1.0,
223,"-6.867381,-79.818118",-6.867381,-79.818118,Venta de comida en mal estado,C,P,2025-06-13,11:49:22,0,3,20,,1.0
224,"-6.859748,-79.821711",-6.859748,-79.821711,Mal manejo de aguas residuales,B,3,2025-06-13,09:22:14,0,4,17,2.0,
225,"-6.855564,-79.811795",-6.855564,-79.811795,"Parque sin mantenimiento, grass alto",C,2,2025-06-13,07:07:47,1,1,17,2.0,
226,"-6.86784,-79.820329",-6.86784,-79.820329,"Parque sin mantenimiento, grass alto",B,3,2025-06-13,17:09:19,1,1,24,1.0,
227,"-6.867351,-79.815708",-6.867351,-79.815708,Robo de motocicleta en horario nocturno,B,1,2025-06-13,05:15:45,0,2,20,3.0,
228,"-6.865805,-79.815512",-6.865805,-79.815512,Fuga de agua en tubería principal,C,3,2025-06-13,07:48:19,0,1,1,1.0,
229,"-6.863826,-79.821177",-6.863826,-79.821177,Acumulación de basura en canal de regadío,C,2,2025-06-13,17:08:00,0,4,12,,2.0
230,"-6.868827,-79.816214",-6.868827,-79.816214,Quema de basura contamina el aire,C,P,2025-06-13,09:18:24,1,4,24,2.0,
231,"-6.875201,-79.825401",-6.875201,-79.825401,Violencia familiar reportada por vecinos,A,2,2025-06-14,21:19:51,1,2,10,,4.0
232,"-6.875862,-79.809141",-6.875862,-79.809141,Chofer de combi maneja imprudentemente,B,1,2025-06-14,05:17:22,0,5,24,,10.0
233,"-6.873409,-79.829904",-6.873409,-79.829904,Vehículo de carga obstruye tránsito,B,3,2025-06-14,18:43:19,1,5,20,4.0,
234,"-6.868165,-79.831594",-6.868165,-79.831594,Ciclista transita por vereda peatonal,C,P,2025-06-14,11:52:03,1,5,18,1.0,
235,"-6.872362,-79.823458",-6.872362,-79.823458,Mototaxi no respeta paradero establecido,B,2,2025-06-16,23:56:59,1,5,5,4.0,
236,"-6.863111,-79.81889",-6.863111,-79.81889,Ruido excesivo por música de cantina,B,2,2025-06-15,16:22:24,1,3,13,3.0,
237,"-6.864702,-79.81666",-6.864702,-79.81666,Mototaxi no respeta paradero establecido,B,1,2025-06-14,17:46:27,0,5,18,4.0,
238,"-6.865452,-79.813335",-6.865452,-79.813335,Falta de recojo de basura hace 3 días,B,1,2025-06-14,17:27:07,1,1,19,2.0,
239,"-6.860168,-79.821158",-6.860168,-79.821158,Poste de alumbrado público no funciona,C,3,2025-06-14,17:51:42,1,1,4,4.0,
240,"-6.862781,-79.817748",-6.862781,-79.817748,Obstrucción de vereda por mercadería,C,3,2025-06-14,18:10:49,1,3,16,,3.0
241,"-6.864426,-79.816656",-6.864426,-79.816656,Obstrucción de vereda por mercadería,B,3,2025-06-15,15:14:05,0,3,11,2.0,
242,"-6.860851,-79.814439",-6.860851,-79.814439,Bache grande en la pista principal,B,2,2025-06-15,17:31:25,0,1,4,,12.0
243,"-6.861125,-79.81927",-6.861125,-79.81927,Ciclista transita por vereda peatonal,A,1,2025-06-14,12:56:09,1,5,8,3.0,
244,"-6.861834,-79.820541",-6.861834,-79.820541,Riña callejera entre jóvenes,B,1,2025-06-14,22:51:03,0,2,15,3.0,
245,"-6.863955,-79.81731",-6.863955,-79.81731,Falta de recojo de basura hace 3 días,A,2,2025-06-14,03:37:10,0,1,7,4.0,
246,"-6.866577,-79.816351",-6.866577,-79.816351,Paradero informal genera congestión,B,3,2025-06-14,02:37:44,1,5,2,1.0,
247,"-6.861621,-79.807616",-6.861621,-79.807616,Consumo de alcohol en vía pública,A,2,2025-06-14,06:57:15,0,2,6,2.0,
248,"-6.865371,-79.815784",-6.865371,-79.815784,Robo de motocicleta en horario nocturno,C,2,2025-06-14,06:55:43,1,2,1,,6.0
249,"-6.867671,-79.817069",-6.867671,-79.817069,Robo de motocicleta en horario nocturno,B,3,2025-06-14,00:23:06,1,2,3,2.0,
250,"-6.869128,-79.815115",-6.869128,-79.815115,Hurto en tienda del barrio,B,1,2025-06-14,21:47:52,0,2,24,,11.0
251,"-6.850898,-79.816318",-6.850898,-79.816318,Riña callejera entre jóvenes,B,2,2025-06-15,16:22:08,0,2,4,1.0,
252,"-6.86372,-79.815605",-6.86372,-79.815605,Tala de árbol sin autorización,C,2,2025-06-16,03:09:16,0,4,25,4.0,
253,"-6.86474,-79.817226",-6.86474,-79.817226,Obstrucción de vereda por mercadería,B,2,2025-06-14,11:50:16,0,3,7,2.0,
254,"-6.871397,-79.820135",-6.871397,-79.820135,Ruido excesivo por música de cantina,A,2,2025-06-15,15:48:00,1,3,4,1.0,
255,"-6.864334,-79.817865",-6.864334,-79.817865,Chofer de combi maneja imprudentemente,C,3,2025-06-15,15:18:02,1,5,23,,8.0
256,"-6.872273,-79.825047",-6.872273,-79.825047,Ruido excesivo por música de cantina,C,P,2025-06-15,10:45:09,0,3,18,4.0,
257,"-6.865846,-79.817814",-6.865846,-79.817814,Hurto en tienda del barrio,B,3,2025-06-15,06:14:58,0,2,16,,2.0
258,"-6.86758,-79.821589",-6.86758,-79.821589,Acumulación de basura en canal de regadío,C,2,2025-06-15,09:37:20,0,4,9,2.0,
259,"-6.866998,-79.813519",-6.866998,-79.813519,Ruido excesivo por música de cantina,B,2,2025-06-17,12:41:31,0,3,8,1.0,
260,"-6.863774,-79.817593",-6.863774,-79.817593,Bache grande en la pista principal,B,2,2025-06-15,07:57:53,0,1,9,,6.0
261,"-6.864896,-79.825643",-6.864896,-79.825643,Robo de motocicleta en horario nocturno,B,1,2025-06-17,02:36:29,0,2,1,2.0,
262,"-6.860593,-79.821708",-6.860593,-79.821708,Ruido excesivo por música de cantina,A,2,2025-06-17,16:05:41,0,3,25,2.0,
263,"-6.867174,-79.82184",-6.867174,-79.82184,Arrojo de desmonte en terreno baldío,C,3,2025-06-15,17:11:43,0,4,17,,1.0
264,"-6.862449,-79.81879",-6.862449,-79.81879,Vandalismo en propiedad municipal,B,3,2025-06-15,02:04:17,0,2,24,1.0,
265,"-6.877539,-79.83155",-6.877539,-79.83155,Acumulación de basura en canal de regadío,C,3,2025-06-15,08:50:45,0,4,20,3.0,
266,"-6.86627,-79.81376",-6.86627,-79.81376,Riña callejera entre jóvenes,B,1,2025-06-17,01:11:40,1,2,12,,7.0
267,"-6.86056,-79.818035",-6.86056,-79.818035,Bache grande en la pista principal,B,1,2025-06-15,17:12:26,1,1,14,,12.0
268,"-6.859317,-79.82641",-6.859317,-79.82641,Fuga de agua en tubería principal,B,3,2025-06-16,18:53:32,0,1,20,,6.0
269,"-6.864208,-79.819286",-6.864208,-79.819286,Arrojo de desmonte en terreno baldío,C,P,2025-06-15,17:47:50,1,4,24,,1.0
270,"-6.860133,-79.817283",-6.860133,-79.817283,Robo de motocicleta en horario nocturno,A,1,2025-06-16,00:31:36,1,2,21,4.0,
271,"-6.862413,-79.819312",-6.862413,-79.819312,Vehículo de carga obstruye tránsito,B,3,2025-06-15,15:47:11,0,5,23,,10.0
272,"-6.864079,-79.816189",-6.864079,-79.816189,Local comercial sin autorización municipal,B,1,2025-06-15,16:20:02,1,3,10,,8.0
273,"-6.864646,-79.816214",-6.864646,-79.816214,Consumo de alcohol en vía pública,B,1,2025-06-15,01:11:08,1,2,9,,5.0
274,"-6.869216,-79.821359",-6.869216,-79.821359,Robo de motocicleta en horario nocturno,A,2,2025-06-15,00:48:28,1,2,19,,8.0
275,"-6.868634,-79.812952",-6.868634,-79.812952,Hurto en tienda del barrio,A,2,2025-06-16,00:05:22,1,2,5,,8.0
276,"-6.868499,-79.815685",-6.868499,-79.815685,Vandalismo en propiedad municipal,A,1,2025-06-17,22:16:33,1,2,23,,11.0
277,"-6.863783,-79.814835",-6.863783,-79.814835,Falta de recojo de basura hace 3 días,C,3,2025-06-15,06:18:27,0,1,10,4.0,
278,"-6.867957,-79.81354",-6.867957,-79.81354,Hurto en tienda del barrio,A,2,2025-06-16,20:04:30,0,2,12,4.0,
279,"-6.860032,-79.813682",-6.860032,-79.813682,Ruido excesivo por música de cantina,A,2,2025-06-15,14:29:05,0,3,8,,12.0
280,"-6.850965,-79.802043",-6.850965,-79.802043,Violencia familiar reportada por vecinos,B,1,2025-06-15,15:42:12,0,2,20,,3.0
