id_incidencia,ubicacion,lat,lon,descripcion,nivel_incidencia,estado,fecha,hora,verificacion_usuario,id_tipo_incidencia,id_usuario,id_numero_emergencia,id_denuncia
197,"-6.868555,-79.81425",-6.868555,-79.81425,Obstrucción de vereda por mercadería,C,P,2025-06-12,16:56:37,1,3,6,5.0,
198,"-6.865376,-79.813138",-6.865376,-79.813138,Ruido excesivo por música de cantina,C,P,2025-06-11,09:03:28,0,3,8,,3.0
199,"-6.865189,-79.813823",-6.865189,-79.813823,Vandalismo en propiedad municipal,B,1,2025-06-09,21:41:37,0,2,20,,6.0
200,"-6.865829,-79.815832",-6.865829,-79.815832,Comerciante no respeta horarios establecidos,C,3,2025-06-10,07:02:46,1,3,5,4.0,
201,"-6.865594,-79.818278",-6.865594,-79.818278,Fuga de agua en tubería principal,B,2,2025-06-09,08:18:16,0,1,12,,2.0
202,"-6.863794,-79.818207",-6.863794,-79.818207,Quema de basura contamina el aire,C,P,2025-06-10,11:14:21,0,4,1,,6.0
203,"-6.867182,-79.817151",-6.867182,-79.817151,Vandalismo en propiedad municipal,A,2,2025-06-10,17:40:13,0,2,19,,8.0
204,"-6.863703,-79.817059",-6.863703,-79.817059,Consumo de alcohol en vía pública,B,3,2025-06-09,23:46:08,1,2,11,,6.0
205,"-6.861673,-79.817967",-6.861673,-79.817967,Acumulación de basura en canal de regadío,C,P,2025-06-09,08:24:01,1,4,13,,8.0
206,"-6.860316,-79.816907",-6.860316,-79.816907,Riña callejera entre jóvenes,B,1,2025-06-09,02:29:18,1,2,2,1.0,
207,"-6.869733,-79.820035",-6.869733,-79.820035,Violencia familiar reportada por vecinos,A,2,2025-06-11,01:57:30,1,2,12,6.0,
208,"-6.865697,-79.818353",-6.865697,-79.818353,Riña callejera entre jóvenes,A,1,2025-06-09,11:21:38,1,2,19,3.0,
209,"-6.865453,-79.815706",-6.865453,-79.815706,Bache grande en la pista principal,C,2,2025-06-12,05:34:06,0,1,3,2.0,
210,"-6.866087,-79.82008",-6.866087,-79.82008,Obstrucción de vereda por mercadería,B,3,2025-06-10,12:06:43,1,3,8,,7.0
211,"-6.868714,-79.815823",-6.868714,-79.815823,Contaminación sonora por construcción,B,1,2025-06-12,18:22:21,1,4,12,3.0,
212,"-6.857076,-79.819665",-6.857076,-79.819665,Venta de comida en mal estado,C,2,2025-06-10,08:27:03,0,3,19,,8.0
213,"-6.864732,-79.816357",-6.864732,-79.816357,Acumulación de basura en canal de regadío,B,1,2025-06-10,10:27:24,1,4,4,6.0,
214,"-6.860987,-79.81827",-6.860987,-79.81827,Alcantarilla tapada genera mal olor,B,1,2025-06-12,02:38:46,1,1,12,1.0,
215,"-6.86908,-79.815303",-6.86908,-79.815303,Chofer de combi maneja imprudentemente,A,2,2025-06-10,15:16:31,0,5,9,3.0,
216,"-6.877337,-79.826097",-6.877337,-79.826097,Quema de basura contamina el aire,B,1,2025-06-10,17:09:45,1,4,19,,7.0
217,"-6.876813,-79.809354",-6.876813,-79.809354,Chofer de combi maneja imprudentemente,B,1,2025-06-12,10:34:40,0,5,17,2.0,
218,"-6.867056,-79.82041",-6.867056,-79.82041,Violencia familiar reportada por vecinos,A,1,2025-06-11,20:08:33,0,2,1,,6.0
219,"-6.863573,-79.825028",-6.863573,-79.825028,Vehículo de carga obstruye tránsito,B,1,2025-06-10,11:15:18,1,5,12,6.0,
220,"-6.865584,-79.817846",-6.865584,-79.817846,Mototaxi no respeta paradero establecido,A,1,2025-06-12,08:20:39,1,5,12,,6.0
221,"-6.863454,-79.816213",-6.863454,-79.816213,Semáforo malogrado en el cruce,B,3,2025-06-10,08:46:44,1,1,4,,12.0
222,"-6.869143,-79.820491",-6.869143,-79.820491,Arrojo de desmonte en terreno baldío,C,P,2025-06-10,09:55:18,1,4,21,1.0,
223,"-6.864536,-79.816414",-6.864536,-79.816414,Venta de comida en mal estado,C,P,2025-06-10,19:15:50,0,3,8,3.0,
224,"-6.849717,-79.809848",-6.849717,-79.809848,Mal manejo de aguas residuales,B,2,2025-06-13,22:54:11,1,4,20,4.0,
225,"-6.866665,-79.81703",-6.866665,-79.81703,Riña callejera entre jóvenes,C,2,2025-06-13,00:43:33,0,2,15,3.0,
226,"-6.864228,-79.814682",-6.864228,-79.814682,Consumo de alcohol en vía pública,B,1,2025-06-12,20:57:30,1,2,12,5.0,
227,"-6.861105,-79.814906",-6.861105,-79.814906,Alcantarilla tapada genera mal olor,B,1,2025-06-11,13:38:19,0,1,13,,3.0
228,"-6.860486,-79.822041",-6.860486,-79.822041,Acumulación de basura en canal de regadío,C,3,2025-06-10,14:18:47,0,4,14,1.0,
229,"-6.856263,-79.827408",-6.856263,-79.827408,Comerciante no respeta horarios establecidos,B,3,2025-06-11,18:50:45,1,3,8,,7.0
230,"-6.865399,-79.817637",-6.865399,-79.817637,Hurto en tienda del barrio,B,3,2025-06-13,21:29:30,1,2,13,,4.0
231,"-6.868451,-79.815576",-6.868451,-79.815576,Riña callejera entre jóvenes,A,1,2025-06-13,00:12:52,1,2,1,5.0,
232,"-6.855734,-79.830958",-6.855734,-79.830958,Falta de recojo de basura hace 3 días,B,3,2025-06-11,07:31:27,0,1,5,,4.0
233,"-6.865517,-79.819014",-6.865517,-79.819014,Quema de basura contamina el aire,C,P,2025-06-11,15:41:54,1,4,12,,3.0
234,"-6.868874,-79.817283",-6.868874,-79.817283,Vandalismo en propiedad municipal,A,1,2025-06-10,00:59:33,0,2,21,4.0,
235,"-6.862328,-79.814769",-6.862328,-79.814769,Comerciante no respeta horarios establecidos,B,1,2025-06-13,15:40:30,1,3,25,,5.0
236,"-6.863061,-79.816235",-6.863061,-79.816235,Chofer de combi maneja imprudentemente,B,2,2025-06-10,08:50:09,0,5,16,5.0,
237,"-6.865238,-79.815842",-6.865238,-79.815842,Arrojo de desmonte en terreno baldío,B,1,2025-06-13,19:34:23,0,4,11,3.0,
238,"-6.870488,-79.823656",-6.870488,-79.823656,Mototaxi no respeta paradero establecido,B,3,2025-06-12,14:39:14,1,5,12,2.0,
239,"-6.867488,-79.816308",-6.867488,-79.816308,Ruido excesivo por música de cantina,C,3,2025-06-14,06:36:15,0,3,19,,6.0
240,"-6.868292,-79.817791",-6.868292,-79.817791,Acumulación de basura en canal de regadío,C,2,2025-06-11,14:14:46,1,4,20,2.0,
241,"-6.86657,-79.817465",-6.86657,-79.817465,Ciclista transita por vereda peatonal,B,2,2025-06-13,05:08:15,0,5,24,,10.0
242,"-6.866,-79.817284",-6.866,-79.817284,Comerciante no respeta horarios establecidos,B,2,2025-06-13,18:27:52,0,3,2,5.0,
243,"-6.859657,-79.819483",-6.859657,-79.819483,Ruido excesivo por música de cantina,B,2,2025-06-14,09:04:43,1,3,2,,3.0
244,"-6.859791,-79.813368",-6.859791,-79.813368,Poste de alumbrado público no funciona,B,1,2025-06-11,11:52:28,1,1,2,1.0,
245,"-6.866065,-79.820998",-6.866065,-79.820998,Chofer de combi maneja imprudentemente,A,2,2025-06-11,01:20:32,1,5,16,4.0,
246,"-6.867969,-79.812696",-6.867969,-79.812696,Vandalismo en propiedad municipal,A,1,2025-06-12,22:43:27,0,2,21,5.0,
247,"-6.867399,-79.816478",-6.867399,-79.816478,Tala de árbol sin autorización,C,P,2025-06-13,14:16:30,0,4,9,3.0,
248,"-6.87169,-79.830305",-6.87169,-79.830305,Ruido excesivo por música de cantina,A,2,2025-06-13,13:33:07,0,3,16,,11.0
249,"-6.861724,-79.816803",-6.861724,-79.816803,Vehículo de carga obstruye tránsito,A,1,2025-06-14,23:37:59,0,5,13,,10.0
250,"-6.86757,-79.816414",-6.86757,-79.816414,Vehículo de carga obstruye tránsito,B,1,2025-06-14,20:44:36,0,5,10,,7.0
251,"-6.869413,-79.815036",-6.869413,-79.815036,Paradero informal genera congestión,B,3,2025-06-13,05:23:41,0,5,12,6.0,
252,"-6.867861,-79.819893",-6.867861,-79.819893,Ciclista transita por vereda peatonal,B,3,2025-06-11,00:02:48,0,5,9,,8.0
253,"-6.867771,-79.807543",-6.867771,-79.807543,Vehículo de carga obstruye tránsito,B,3,2025-06-14,13:54:03,1,5,5,,2.0
254,"-6.865268,-79.816374",-6.865268,-79.816374,Fuga de agua en tubería principal,B,2,2025-06-11,17:43:55,0,1,10,6.0,
255,"-6.865573,-79.816888",-6.865573,-79.816888,Vehículo de carga obstruye tránsito,B,1,2025-06-11,20:52:29,0,5,12,,9.0
256,"-6.859917,-79.821995",-6.859917,-79.821995,Paradero informal genera congestión,A,2,2025-06-14,18:37:27,1,5,11,,6.0
257,"-6.860275,-79.815366",-6.860275,-79.815366,Fuga de agua en tubería principal,B,1,2025-06-11,07:41:34,0,1,17,,3.0
258,"-6.862671,-79.810097",-6.862671,-79.810097,Arrojo de desmonte en terreno baldío,C,P,2025-06-13,10:32:11,1,4,7,5.0,
259,"-6.867638,-79.816561",-6.867638,-79.816561,Bache grande en la pista principal,B,1,2025-06-13,19:53:32,0,1,23,5.0,
260,"-6.855527,-79.816439",-6.855527,-79.816439,Mal manejo de aguas residuales,C,2,2025-06-15,00:36:54,0,4,4,6.0,
261,"-6.864843,-79.811873",-6.864843,-79.811873,Falta de recojo de basura hace 3 días,A,1,2025-06-12,17:17:11,1,1,2,6.0,
262,"-6.865088,-79.809688",-6.865088,-79.809688,Consumo de alcohol en vía pública,C,P,2025-06-13,15:46:46,0,2,9,2.0,
263,"-6.855158,-79.80702",-6.855158,-79.80702,Contaminación sonora por construcción,B,3,2025-06-15,10:05:50,1,4,1,6.0,
264,"-6.869215,-79.806228",-6.869215,-79.806228,Violencia familiar reportada por vecinos,A,2,2025-06-13,00:19:50,1,2,17,,8.0
265,"-6.861751,-79.819814",-6.861751,-79.819814,Bache grande en la pista principal,B,1,2025-06-12,18:26:56,1,1,21,,9.0
266,"-6.866224,-79.820126",-6.866224,-79.820126,Ciclista transita por vereda peatonal,C,3,2025-06-15,06:14:13,1,5,24,,4.0
267,"-6.864912,-79.815612",-6.864912,-79.815612,Acumulación de basura en canal de regadío,A,1,2025-06-14,18:48:04,1,4,13,,7.0
268,"-6.868835,-79.816599",-6.868835,-79.816599,Vandalismo en propiedad municipal,C,P,2025-06-12,02:21:40,0,2,24,5.0,
269,"-6.8768,-79.803144",-6.8768,-79.803144,Ciclista transita por vereda peatonal,B,2,2025-06-12,15:55:32,1,5,19,,5.0
270,"-6.850548,-79.823375",-6.850548,-79.823375,"Parque sin mantenimiento, grass alto",C,3,2025-06-12,14:19:08,1,1,10,,1.0
271,"-6.860572,-79.817678",-6.860572,-79.817678,Acumulación de basura en canal de regadío,C,P,2025-06-12,10:57:38,1,4,18,,6.0
272,"-6.861822,-79.812865",-6.861822,-79.812865,Hurto en tienda del barrio,A,1,2025-06-12,20:31:04,0,2,24,3.0,
273,"-6.866658,-79.821843",-6.866658,-79.821843,Bache grande en la pista principal,C,P,2025-06-12,17:05:55,1,1,24,,5.0
274,"-6.865524,-79.819069",-6.865524,-79.819069,Comerciante no respeta horarios establecidos,A,2,2025-06-12,09:35:59,0,3,6,3.0,
275,"-6.862858,-79.822718",-6.862858,-79.822718,Acumulación de basura en canal de regadío,C,P,2025-06-14,02:00:25,1,4,23,1.0,
276,"-6.865295,-79.828016",-6.865295,-79.828016,Ciclista transita por vereda peatonal,C,P,2025-06-12,22:16:15,1,5,1,,1.0
277,"-6.866952,-79.814244",-6.866952,-79.814244,Riña callejera entre jóvenes,C,3,2025-06-15,20:56:54,1,2,11,6.0,
278,"-6.866768,-79.812596",-6.866768,-79.812596,Acumulación de basura en canal de regadío,B,1,2025-06-14,23:27:46,0,4,14,1.0,
279,"-6.865341,-79.815535",-6.865341,-79.815535,Venta de comida en mal estado,C,3,2025-06-13,14:18:52,0,3,11,5.0,
280,"-6.865555,-79.816774",-6.865555,-79.816774,Arrojo de desmonte en terreno baldío,B,2,2025-06-13,23:43:10,1,4,9,,7.0
281,"-6.858988,-79.822214",-6.858988,-79.822214,Local comercial sin autorización municipal,B,3,2025-06-13,08:59:01,0,3,23,1.0,
282,"-6.864225,-79.818216",-6.864225,-79.818216,Falta de recojo de basura hace 3 días,B,3,2025-06-13,11:13:27,1,1,7,,3.0
283,"-6.862828,-79.817857",-6.862828,-79.817857,Violencia familiar reportada por vecinos,B,2,2025-06-14,20:09:53,0,2,3,1.0,
284,"-6.864945,-79.819548",-6.864945,-79.819548,Robo de motocicleta en horario nocturno,B,1,2025-06-15,01:13:32,0,2,2,4.0,
285,"-6.865554,-79.820079",-6.865554,-79.820079,Chofer de combi maneja imprudentemente,B,1,2025-06-13,23:34:58,1,5,3,,1.0
286,"-6.863448,-79.81853",-6.863448,-79.81853,Acumulación de basura en canal de regadío,C,3,2025-06-13,11:24:30,0,4,12,,5.0
287,"-6.865733,-79.820008",-6.865733,-79.820008,Mototaxi no respeta paradero establecido,B,3,2025-06-13,22:49:20,1,5,24,,9.0
288,"-6.867453,-79.814471",-6.867453,-79.814471,Vandalismo en propiedad municipal,C,2,2025-06-13,20:33:48,1,2,11,,11.0
289,"-6.859505,-79.81246",-6.859505,-79.81246,Ruido excesivo por música de cantina,C,2,2025-06-13,15:35:29,0,3,2,3.0,
290,"-6.858777,-79.823637",-6.858777,-79.823637,Semáforo malogrado en el cruce,A,2,2025-06-15,07:25:39,1,1,4,4.0,
291,"-6.864059,-79.819002",-6.864059,-79.819002,Mal manejo de aguas residuales,B,1,2025-06-13,08:33:39,1,4,16,4.0,
292,"-6.866655,-79.820132",-6.866655,-79.820132,Robo de motocicleta en horario nocturno,B,1,2025-06-13,02:52:37,0,2,5,,8.0
293,"-6.862912,-79.819445",-6.862912,-79.819445,Quema de basura contamina el aire,C,P,2025-06-15,17:11:18,1,4,4,,5.0
294,"-6.862294,-79.821346",-6.862294,-79.821346,Paradero informal genera congestión,A,1,2025-06-13,16:02:28,0,5,1,2.0,
295,"-6.871983,-79.808347",-6.871983,-79.808347,Falta de recojo de basura hace 3 días,B,3,2025-06-13,07:55:23,1,1,7,3.0,
296,"-6.860479,-79.818943",-6.860479,-79.818943,Chofer de combi maneja imprudentemente,B,1,2025-06-14,10:51:06,1,5,24,4.0,
297,"-6.86509,-79.813411",-6.86509,-79.813411,Vehículo de carga obstruye tránsito,B,2,2025-06-14,16:50:44,0,5,5,,12.0
298,"-6.851497,-79.812464",-6.851497,-79.812464,Alcantarilla tapada genera mal olor,C,2,2025-06-13,02:15:43,0,1,22,5.0,
299,"-6.867697,-79.821501",-6.867697,-79.821501,Ciclista transita por vereda peatonal,C,P,2025-06-13,13:08:17,1,5,13,4.0,
300,"-6.862293,-79.806339",-6.862293,-79.806339,Falta de recojo de basura hace 3 días,A,2,2025-06-13,06:49:01,0,1,4,1.0,
301,"-6.866036,-79.824471",-6.866036,-79.824471,Quema de basura contamina el aire,C,3,2025-06-15,06:46:38,1,4,6,2.0,
302,"-6.865084,-79.807736",-6.865084,-79.807736,Arrojo de desmonte en terreno baldío,B,3,2025-06-13,18:48:22,1,4,1,4.0,
303,"-6.870177,-79.82244",-6.870177,-79.82244,Obstrucción de vereda por mercadería,B,3,2025-06-13,11:35:21,0,3,23,3.0,
304,"-6.866907,-79.821747",-6.866907,-79.821747,Robo de motocicleta en horario nocturno,B,2,2025-06-15,02:15:13,0,2,22,2.0,
305,"-6.865268,-79.81456",-6.865268,-79.81456,Violencia familiar reportada por vecinos,C,3,2025-06-13,23:39:03,0,2,16,3.0,
306,"-6.865,-79.817993",-6.865,-79.817993,Chofer de combi maneja imprudentemente,C,P,2025-06-13,21:50:52,1,5,20,,4.0
307,"-6.864725,-79.815581",-6.864725,-79.815581,Bache grande en la pista principal,C,2,2025-06-14,18:18:17,0,1,5,,3.0
308,"-6.866479,-79.822417",-6.866479,-79.822417,Quema de basura contamina el aire,C,P,2025-06-13,21:29:16,1,4,21,,1.0
309,"-6.87012,-79.822974",-6.87012,-79.822974,Consumo de alcohol en vía pública,B,2,2025-06-13,00:39:40,0,2,6,5.0,
310,"-6.865039,-79.825162",-6.865039,-79.825162,Vehículo de carga obstruye tránsito,B,1,2025-06-13,16:14:03,0,5,1,,3.0
311,"-6.869222,-79.82208",-6.869222,-79.82208,Robo de motocicleta en horario nocturno,A,1,2025-06-14,21:56:25,0,2,7,2.0,
312,"-6.863479,-79.818763",-6.863479,-79.818763,Riña callejera entre jóvenes,C,3,2025-06-14,21:35:48,0,2,10,,9.0
313,"-6.866553,-79.819169",-6.866553,-79.819169,Vendedor ambulante sin licencia,C,2,2025-06-14,15:04:55,1,3,9,,10.0
314,"-6.858232,-79.829173",-6.858232,-79.829173,Ruido excesivo por música de cantina,A,1,2025-06-14,08:00:59,0,3,8,,5.0
315,"-6.860346,-79.818072",-6.860346,-79.818072,Bache grande en la pista principal,C,P,2025-06-14,19:17:11,0,1,17,1.0,
316,"-6.873147,-79.828045",-6.873147,-79.828045,"Parque sin mantenimiento, grass alto",A,1,2025-06-14,19:53:58,0,1,22,2.0,
317,"-6.86237,-79.815932",-6.86237,-79.815932,Poste de alumbrado público no funciona,B,1,2025-06-16,06:57:00,0,1,8,,4.0
318,"-6.864178,-79.814944",-6.864178,-79.814944,"Parque sin mantenimiento, grass alto",B,3,2025-06-16,17:32:20,1,1,12,,12.0
319,"-6.859916,-79.818341",-6.859916,-79.818341,Vehículo de carga obstruye tránsito,A,2,2025-06-14,04:30:33,0,5,25,,7.0
320,"-6.864459,-79.816695",-6.864459,-79.816695,Mal manejo de aguas residuales,B,2,2025-06-14,15:33:07,1,4,13,,9.0
321,"-6.862515,-79.810661",-6.862515,-79.810661,Vandalismo en propiedad municipal,A,2,2025-06-16,02:09:31,1,2,6,,1.0
322,"-6.865047,-79.818516",-6.865047,-79.818516,"Parque sin mantenimiento, grass alto",A,1,2025-06-14,18:57:29,1,1,25,5.0,
323,"-6.863624,-79.818737",-6.863624,-79.818737,Comerciante no respeta horarios establecidos,C,3,2025-06-16,09:47:15,1,3,11,4.0,
324,"-6.863037,-79.819395",-6.863037,-79.819395,Local comercial sin autorización municipal,A,1,2025-06-14,15:32:47,1,3,1,5.0,
325,"-6.872999,-79.822996",-6.872999,-79.822996,Riña callejera entre jóvenes,A,2,2025-06-14,00:12:42,1,2,1,3.0,
326,"-6.864729,-79.81833",-6.864729,-79.81833,Vendedor ambulante sin licencia,A,1,2025-06-14,12:27:06,1,3,2,,8.0
327,"-6.862791,-79.815806",-6.862791,-79.815806,Arrojo de desmonte en terreno baldío,C,3,2025-06-16,13:59:51,0,4,11,3.0,
328,"-6.863645,-79.819022",-6.863645,-79.819022,Ruido excesivo por música de cantina,C,3,2025-06-14,18:58:41,0,3,9,3.0,
329,"-6.859965,-79.820749",-6.859965,-79.820749,Riña callejera entre jóvenes,B,3,2025-06-16,02:47:51,1,2,18,1.0,
330,"-6.863572,-79.810387",-6.863572,-79.810387,Fuga de agua en tubería principal,C,2,2025-06-14,19:20:48,0,1,11,,6.0
331,"-6.864094,-79.817855",-6.864094,-79.817855,Arrojo de desmonte en terreno baldío,B,1,2025-06-14,18:59:25,1,4,13,,6.0
332,"-6.864748,-79.818219",-6.864748,-79.818219,Alcantarilla tapada genera mal olor,C,2,2025-06-14,07:00:52,1,1,20,,5.0
333,"-6.868735,-79.824035",-6.868735,-79.824035,Vandalismo en propiedad municipal,A,1,2025-06-16,21:11:41,0,2,4,2.0,
334,"-6.861717,-79.819597",-6.861717,-79.819597,"Parque sin mantenimiento, grass alto",B,3,2025-06-16,08:43:35,0,1,25,,2.0
335,"-6.867159,-79.813019",-6.867159,-79.813019,Ruido excesivo por música de cantina,B,2,2025-06-14,14:05:46,1,3,2,6.0,
336,"-6.857613,-79.819066",-6.857613,-79.819066,Chofer de combi maneja imprudentemente,B,2,2025-06-15,02:02:34,1,5,4,,3.0
337,"-6.872566,-79.823936",-6.872566,-79.823936,Paradero informal genera congestión,A,1,2025-06-16,05:41:19,1,5,21,,6.0
338,"-6.863807,-79.816684",-6.863807,-79.816684,Acumulación de basura en canal de regadío,B,1,2025-06-15,09:41:52,1,4,21,6.0,
339,"-6.862992,-79.817404",-6.862992,-79.817404,Chofer de combi maneja imprudentemente,B,1,2025-06-15,10:11:42,0,5,6,,12.0
340,"-6.853488,-79.803607",-6.853488,-79.803607,Arrojo de desmonte en terreno baldío,B,2,2025-06-15,22:59:55,0,4,11,5.0,
341,"-6.869334,-79.818324",-6.869334,-79.818324,Paradero informal genera congestión,B,2,2025-06-15,05:25:56,1,5,23,4.0,
342,"-6.863609,-79.818055",-6.863609,-79.818055,Ruido excesivo por música de cantina,C,2,2025-06-17,14:02:12,0,3,16,2.0,
343,"-6.867429,-79.820114",-6.867429,-79.820114,Ruido excesivo por música de cantina,C,3,2025-06-15,16:47:26,0,3,14,5.0,
344,"-6.859749,-79.820532",-6.859749,-79.820532,Consumo de alcohol en vía pública,C,3,2025-06-15,23:25:46,1,2,20,,3.0
345,"-6.866105,-79.818756",-6.866105,-79.818756,Acumulación de basura en canal de regadío,C,P,2025-06-15,18:44:42,0,4,7,1.0,
346,"-6.865931,-79.814396",-6.865931,-79.814396,Obstrucción de vereda por mercadería,C,P,2025-06-15,15:18:06,0,3,2,4.0,
347,"-6.864712,-79.81795",-6.864712,-79.81795,Violencia familiar reportada por vecinos,B,2,2025-06-17,20:25:18,0,2,8,6.0,
348,"-6.865901,-79.825935",-6.865901,-79.825935,Chofer de combi maneja imprudentemente,B,3,2025-06-16,00:58:44,1,5,16,5.0,
349,"-6.863611,-79.820023",-6.863611,-79.820023,Venta de comida en mal estado,B,2,2025-06-15,16:09:10,0,3,25,1.0,
350,"-6.86402,-79.816718",-6.86402,-79.816718,Contaminación sonora por construcción,B,1,2025-06-15,04:38:41,0,4,20,3.0,
351,"-6.860684,-79.820424",-6.860684,-79.820424,Vehículo de carga obstruye tránsito,A,2,2025-06-17,10:50:29,1,5,4,6.0,
352,"-6.860918,-79.815371",-6.860918,-79.815371,Acumulación de basura en canal de regadío,A,1,2025-06-15,10:19:03,1,4,15,3.0,
353,"-6.872988,-79.819144",-6.872988,-79.819144,Ruido excesivo por música de cantina,B,2,2025-06-15,12:51:41,0,3,24,,6.0
354,"-6.864292,-79.819079",-6.864292,-79.819079,Obstrucción de vereda por mercadería,C,P,2025-06-15,16:30:53,1,3,18,3.0,
355,"-6.863513,-79.818357",-6.863513,-79.818357,Acumulación de basura en canal de regadío,B,1,2025-06-16,18:25:48,1,4,3,3.0,
356,"-6.867828,-79.812913",-6.867828,-79.812913,Semáforo malogrado en el cruce,B,3,2025-06-15,09:13:14,0,1,11,,5.0
357,"-6.863994,-79.829861",-6.863994,-79.829861,Venta de comida en mal estado,B,2,2025-06-15,17:04:58,1,3,22,,9.0
358,"-6.863338,-79.818081",-6.863338,-79.818081,Local comercial sin autorización municipal,A,1,2025-06-15,17:25:17,1,3,8,,12.0
359,"-6.866773,-79.81501",-6.866773,-79.81501,Ciclista transita por vereda peatonal,B,3,2025-06-15,20:35:46,1,5,13,,2.0
360,"-6.865902,-79.822088",-6.865902,-79.822088,Falta de recojo de basura hace 3 días,B,2,2025-06-16,19:49:09,0,1,17,1.0,
361,"-6.864978,-79.821597",-6.864978,-79.821597,Poste de alumbrado público no funciona,C,3,2025-06-17,20:28:54,1,1,1,,11.0
362,"-6.863804,-79.813252",-6.863804,-79.813252,Chofer de combi maneja imprudentemente,B,2,2025-06-16,11:58:42,1,5,14,2.0,
363,"-6.864189,-79.815902",-6.864189,-79.815902,Tala de árbol sin autorización,B,2,2025-06-17,17:01:36,1,4,8,5.0,
364,"-6.854257,-79.811678",-6.854257,-79.811678,Venta de comida en mal estado,B,3,2025-06-15,11:47:46,0,3,9,,10.0
365,"-6.86494,-79.817669",-6.86494,-79.817669,Ruido excesivo por música de cantina,B,2,2025-06-15,14:03:21,1,3,4,,11.0
366,"-6.850872,-79.827612",-6.850872,-79.827612,Contaminación sonora por construcción,C,P,2025-06-15,03:20:41,0,4,11,,3.0
367,"-6.869242,-79.820214",-6.869242,-79.820214,Mototaxi no respeta paradero establecido,B,2,2025-06-15,12:31:52,0,5,21,,4.0
368,"-6.867219,-79.820177",-6.867219,-79.820177,Quema de basura contamina el aire,C,3,2025-06-16,18:16:41,1,4,8,3.0,
369,"-6.864698,-79.827895",-6.864698,-79.827895,Obstrucción de vereda por mercadería,A,2,2025-06-15,14:20:17,0,3,11,1.0,
370,"-6.864923,-79.821607",-6.864923,-79.821607,Riña callejera entre jóvenes,B,1,2025-06-17,00:13:22,0,2,21,3.0,
371,"-6.860205,-79.813566",-6.860205,-79.813566,Vehículo de carga obstruye tránsito,B,2,2025-06-15,11:31:28,1,5,6,3.0,
372,"-6.865832,-79.815529",-6.865832,-79.815529,Falta de recojo de basura hace 3 días,C,3,2025-06-16,07:28:14,0,1,15,,7.0
373,"-6.862941,-79.822112",-6.862941,-79.822112,Bache grande en la pista principal,B,3,2025-06-16,19:59:16,1,1,23,,1.0
374,"-6.8685,-79.82308",-6.8685,-79.82308,Vehículo de carga obstruye tránsito,B,2,2025-06-18,16:38:26,1,5,10,4.0,
375,"-6.862173,-79.820395",-6.862173,-79.820395,Comerciante no respeta horarios establecidos,C,P,2025-06-16,09:47:50,0,3,25,,9.0
376,"-6.863376,-79.814059",-6.863376,-79.814059,Vehículo de carga obstruye tránsito,C,2,2025-06-19,12:20:23,0,5,1,,8.0
377,"-6.862644,-79.812603",-6.862644,-79.812603,Tala de árbol sin autorización,C,2,2025-06-18,01:13:44,1,4,14,,12.0
378,"-6.859238,-79.822286",-6.859238,-79.822286,Venta de comida en mal estado,C,P,2025-06-18,17:27:25,1,3,20,6.0,
379,"-6.865034,-79.816616",-6.865034,-79.816616,Fuga de agua en tubería principal,C,3,2025-06-16,03:38:44,0,1,24,,9.0
380,"-6.861143,-79.822098",-6.861143,-79.822098,Vehículo de carga obstruye tránsito,B,1,2025-06-18,18:16:35,1,5,11,4.0,
381,"-6.863346,-79.816185",-6.863346,-79.816185,Chofer de combi maneja imprudentemente,B,2,2025-06-16,19:00:19,0,5,10,,12.0
382,"-6.86814,-79.817339",-6.86814,-79.817339,Acumulación de basura en canal de regadío,B,1,2025-06-17,07:29:12,1,4,1,,6.0
383,"-6.866771,-79.813119",-6.866771,-79.813119,Robo de motocicleta en horario nocturno,B,2,2025-06-19,20:33:28,0,2,6,,12.0
384,"-6.865708,-79.815916",-6.865708,-79.815916,Violencia familiar reportada por vecinos,C,2,2025-06-18,09:33:20,1,2,23,,7.0
385,"-6.863972,-79.816499",-6.863972,-79.816499,Paradero informal genera congestión,A,2,2025-06-16,01:12:13,1,5,15,,1.0
386,"-6.860715,-79.814484",-6.860715,-79.814484,Falta de recojo de basura hace 3 días,B,3,2025-06-19,08:19:02,0,1,23,,7.0
387,"-6.867998,-79.815403",-6.867998,-79.815403,Ruido excesivo por música de cantina,A,1,2025-06-16,11:45:56,0,3,7,2.0,
388,"-6.863214,-79.802529",-6.863214,-79.802529,Mal manejo de aguas residuales,C,2,2025-06-18,14:58:51,0,4,13,,4.0
389,"-6.866192,-79.816142",-6.866192,-79.816142,Quema de basura contamina el aire,C,3,2025-06-17,04:50:06,1,4,21,,6.0
390,"-6.868011,-79.819902",-6.868011,-79.819902,Chofer de combi maneja imprudentemente,B,3,2025-06-17,19:09:36,1,5,12,3.0,
391,"-6.862397,-79.819835",-6.862397,-79.819835,Bache grande en la pista principal,B,1,2025-06-17,06:25:51,0,1,23,3.0,
392,"-6.872017,-79.804955",-6.872017,-79.804955,Arrojo de desmonte en terreno baldío,C,P,2025-06-20,09:14:00,0,4,20,3.0,
393,"-6.864235,-79.81251",-6.864235,-79.81251,Fuga de agua en tubería principal,C,3,2025-06-19,17:46:16,1,1,13,,1.0
